2019-07-28 04:43:37,"b'A few changes to the card gave us a few surprises tonight, including a shocking new challenger for Shinsuke Nakamur\xe2\x80\xa6 https://t.co/kIOfS2bE0V'"
2019-07-28 04:43:23,b'@PatMcAfeeShow is one of my favorite people in all of #WWE\n\nfantastic'
2019-07-28 04:42:48,"b'RT @RealRonHoward: @thehill a reminder that our #Potus is a reality tv veteran who reduces political discourse to #WWE rhetoric   And, sadl\xe2\x80\xa6'"
2019-07-28 04:42:34,"b'RT @RealRonHoward: @thehill a reminder that our #Potus is a reality tv veteran who reduces political discourse to #WWE rhetoric   And, sadl\xe2\x80\xa6'"
2019-07-28 04:42:21,b'RT @WWECritics: #WWE actually gave Lacey Evans the mid-year Breakout Star award over Ricochet. https://t.co/jUcBqeaVnZ'
2019-07-28 04:42:15,b'If ya had to have one or the other... wrestler twitters: kayfabe or real people? #wwe #raw #aew #nitro #sdlive'
2019-07-28 04:41:19,"b""Randomly turned on my tv and #ROH was airing on my local FOX station  - but that's not what this tweet is about - t\xe2\x80\xa6 https://t.co/shP2QZK5Xt"""
2019-07-28 04:41:19,"b'RT @ItsBondicated: Flair, Bliss, and Bayley in a slobber knocker in #Smashville #WWE https://t.co/YFHKo5rjgb'"
2019-07-28 04:40:08,"b""Will Ospreay's Heartwarming Fan Story, Jay White Angry About Event Poster, Jon Moxley (Video)\xe2\x80\xa6 https://t.co/5yYYceWZAt"""
2019-07-28 04:40:01,b'RT @RealMikeBennett: 2 YEARS SOBER!!!! \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb #sobriety #wwe https://t.co/qcHxaXhtB7'
2019-07-28 04:39:42,b'RT @RonKillings: Layin Low in #NashDown #WWE #raw #smackdown #thatzendurance #dancebreak #rtruth #ronkillings #24/7title #48/7champ https:/\xe2\x80\xa6'
2019-07-28 04:39:16,b'RT @N_edv: Mandy Rose\n\n@WWE_MandyRose \n\n#WWE #MandyRose #SDLIVE #GodsGreatestCreation #wweargentina #FitWithMandyApp #fanart #jojo_anime @w\xe2\x80\xa6'
